File,Prediction,Confidence
Steno-CT-33_01_Y012_X181.txt,Class B,0.98
Steno-CT-33_01_Y027_X154.txt,Class B,0.95
Steno-CT-33_01_Y000_X204.txt,Class B,0.96
Steno-CT-33_01_Y018_X021.txt,Class B,0.96
Steno-CT-33_01_Y029_X203.txt,Class B,0.94
Steno-CT-33_01_Y045_X276.txt,Class B,0.98
Steno-CT-33_01_Y031_X026.txt,Class B,0.96
Steno-CT-33_01_Y040_X095.txt,Class B,0.92
Steno-CT-33_01_Y013_X195.txt,Class B,0.94
Steno-CT-33_01_Y048_X199.txt,Class B,0.98
Steno-CT-33_01_Y019_X035.txt,Class B,0.93
Steno-CT-33_01_Y026_X140.txt,Class B,0.92
Steno-CT-33_01_Y011_X139.txt,Class B,1.0
Steno-CT-33_01_Y001_X210.txt,Class B,0.98
Steno-CT-33_01_Y042_X039.txt,Class B,0.97
Steno-CT-33_01_Y036_X269.txt,Class B,0.98
Steno-CT-33_01_Y044_X262.txt,Class B,0.96
Steno-CT-33_01_Y030_X032.txt,Class B,0.91
Steno-CT-33_01_Y028_X217.txt,Class B,0.88
Steno-CT-33_01_Y030_X026.txt,Class B,0.97
Steno-CT-33_01_Y044_X276.txt,Class B,0.99
Steno-CT-33_01_Y028_X203.txt,Class B,0.93
Steno-CT-33_01_Y040_X081.txt,Class B,0.98
Steno-CT-33_01_Y013_X181.txt,Class B,0.91
Steno-CT-33_01_Y019_X021.txt,Class B,0.94
Steno-CT-33_01_Y026_X154.txt,Class B,0.91
Steno-CT-33_01_Y001_X204.txt,Class B,0.98
Steno-CT-33_01_Y029_X217.txt,Class B,0.92
Steno-CT-33_01_Y031_X032.txt,Class B,0.91
Steno-CT-33_01_Y045_X262.txt,Class B,0.99
Steno-CT-33_01_Y049_X199.txt,Class B,1.0
Steno-CT-33_01_Y041_X095.txt,Class B,0.89
Steno-CT-33_01_Y012_X195.txt,Class B,0.99
Steno-CT-33_01_Y027_X140.txt,Class B,0.97
Steno-CT-33_01_Y010_X139.txt,Class B,0.93
Steno-CT-33_01_Y000_X210.txt,Class B,1.0
Steno-CT-33_01_Y037_X269.txt,Class B,0.96
Steno-CT-33_01_Y043_X039.txt,Class B,0.97
Steno-CT-33_01_Y018_X035.txt,Class B,0.94
Steno-CT-33_01_Y039_X116.txt,Class B,0.89
Steno-CT-33_01_Y006_X063.txt,Class B,0.98
Steno-CT-33_01_Y055_X163.txt,Class B,0.99
Steno-CT-33_01_Y043_X011.txt,Class B,0.91
Steno-CT-33_01_Y037_X241.txt,Class B,0.92
Steno-CT-33_01_Y000_X238.txt,Class B,0.94
Steno-CT-33_01_Y010_X111.txt,Class B,0.98
Steno-CT-33_01_Y027_X168.txt,Class B,0.96
Steno-CT-33_01_Y007_X077.txt,Class B,1.0
Steno-CT-33_01_Y054_X177.txt,Class B,0.99
Steno-CT-33_01_Y038_X102.txt,Class B,0.8
Steno-CT-33_01_Y003_X280.txt,Class B,0.96
Steno-CT-33_01_Y019_X009.txt,Class B,0.95
Steno-CT-33_01_Y042_X005.txt,Class B,0.97
Steno-CT-33_01_Y036_X255.txt,Class B,0.97
Steno-CT-33_01_Y011_X105.txt,Class B,0.96
Steno-CT-33_01_Y036_X241.txt,Class B,0.94
Steno-CT-33_01_Y042_X011.txt,Class B,0.98
Steno-CT-33_01_Y001_X238.txt,Class B,0.99
Steno-CT-33_01_Y011_X111.txt,Class B,0.96
Steno-CT-33_01_Y026_X168.txt,Class B,0.98
Steno-CT-33_01_Y007_X063.txt,Class B,0.96
Steno-CT-33_01_Y054_X163.txt,Class B,0.98
Steno-CT-33_01_Y038_X116.txt,Class B,0.77
Steno-CT-33_01_Y002_X280.txt,Class B,0.99
Steno-CT-33_01_Y037_X255.txt,Class B,0.87
Steno-CT-33_01_Y043_X005.txt,Class B,0.95
Steno-CT-33_01_Y010_X105.txt,Class B,0.93
Steno-CT-33_01_Y018_X009.txt,Class B,0.98
Steno-CT-33_01_Y039_X102.txt,Class B,0.98
Steno-CT-33_01_Y006_X077.txt,Class B,0.94
Steno-CT-33_01_Y055_X177.txt,Class B,0.93
Steno-CT-33_01_Y004_X144.txt,Class B,0.92
Steno-CT-33_01_Y023_X214.txt,Class B,0.96
Steno-CT-33_01_Y031_X191.txt,Class B,0.96
Steno-CT-33_01_Y041_X136.txt,Class A,0.83
Steno-CT-33_01_Y012_X036.txt,Class B,0.98
Steno-CT-33_01_Y018_X196.txt,Class B,0.95
Steno-CT-33_01_Y032_X129.txt,Class B,0.95
Steno-CT-33_01_Y005_X150.txt,Class B,0.98
Steno-CT-33_01_Y015_X279.txt,Class B,0.83
Steno-CT-33_01_Y056_X050.txt,Class B,0.86
Steno-CT-33_01_Y022_X200.txt,Class B,0.99
Steno-CT-33_01_Y038_X089.txt,Class B,1.0
Steno-CT-33_01_Y030_X185.txt,Class B,0.98
Steno-CT-33_01_Y040_X122.txt,Class B,0.87
Steno-CT-33_01_Y013_X022.txt,Class B,0.97
Steno-CT-33_01_Y019_X182.txt,Class B,0.89
Steno-CT-33_01_Y040_X136.txt,Class B,0.92
Steno-CT-33_01_Y013_X036.txt,Class B,0.96
Steno-CT-33_01_Y019_X196.txt,Class B,0.93
Steno-CT-33_01_Y005_X144.txt,Class B,0.98
Steno-CT-33_01_Y022_X214.txt,Class B,0.92
Steno-CT-33_01_Y056_X044.txt,Class B,0.97
Steno-CT-33_01_Y030_X191.txt,Class B,0.94
Steno-CT-33_01_Y041_X122.txt,Class B,0.85
Steno-CT-33_01_Y012_X022.txt,Class B,0.65
Steno-CT-33_01_Y018_X182.txt,Class B,0.85
Steno-CT-33_01_Y033_X129.txt,Class B,0.97
Steno-CT-33_01_Y004_X150.txt,Class B,0.94
Steno-CT-33_01_Y014_X279.txt,Class B,0.98
Steno-CT-33_01_Y023_X200.txt,Class B,0.97
Steno-CT-33_01_Y031_X185.txt,Class B,0.89
Steno-CT-33_01_Y039_X089.txt,Class B,0.96
Steno-CT-33_01_Y051_X223.txt,Class B,0.93
Steno-CT-33_01_Y025_X073.txt,Class B,0.95
Steno-CT-33_01_Y049_X006.txt,Class B,0.96
Steno-CT-33_01_Y008_X283.txt,Class B,0.95
Steno-CT-33_01_Y023_X228.txt,Class B,0.95
Steno-CT-33_01_Y014_X251.txt,Class B,0.97
Steno-CT-33_01_Y004_X178.txt,Class B,0.98
Steno-CT-33_01_Y033_X101.txt,Class B,0.85
Steno-CT-33_01_Y021_X284.txt,Class B,0.96
Steno-CT-33_01_Y048_X012.txt,Class B,0.98
Steno-CT-33_01_Y050_X237.txt,Class B,0.95
Steno-CT-33_01_Y024_X067.txt,Class B,0.97
Steno-CT-33_01_Y015_X245.txt,Class B,0.9
Steno-CT-33_01_Y032_X115.txt,Class B,0.96
Steno-CT-33_01_Y022_X228.txt,Class B,0.98
Steno-CT-33_01_Y056_X078.txt,Class B,0.99
Steno-CT-33_01_Y015_X251.txt,Class B,0.95
Steno-CT-33_01_Y005_X178.txt,Class B,0.94
Steno-CT-33_01_Y032_X101.txt,Class B,0.96
Steno-CT-33_01_Y020_X284.txt,Class B,0.96
Steno-CT-33_01_Y048_X006.txt,Class B,0.89
Steno-CT-33_01_Y024_X073.txt,Class B,0.96
Steno-CT-33_01_Y050_X223.txt,Class B,0.94
Steno-CT-33_01_Y009_X283.txt,Class B,0.99
Steno-CT-33_01_Y014_X245.txt,Class B,0.97
Steno-CT-33_01_Y033_X115.txt,Class B,0.52
Steno-CT-33_01_Y025_X067.txt,Class B,0.94
Steno-CT-33_01_Y051_X237.txt,Class B,0.99
Steno-CT-33_01_Y049_X012.txt,Class B,0.95
Steno-CT-33_01_Y018_X155.txt,Class B,0.98
Steno-CT-33_01_Y027_X020.txt,Class B,0.96
Steno-CT-33_01_Y053_X270.txt,Class B,0.89
Steno-CT-33_01_Y010_X059.txt,Class B,0.96
Steno-CT-33_01_Y043_X159.txt,Class B,0.99
Steno-CT-33_01_Y016_X202.txt,Class B,0.97
Steno-CT-33_01_Y031_X152.txt,Class B,0.94
Steno-CT-33_01_Y004_X187.txt,Class B,0.84
Steno-CT-33_01_Y026_X034.txt,Class B,0.96
Steno-CT-33_01_Y052_X264.txt,Class B,0.85
Steno-CT-33_01_Y009_X268.txt,Class B,0.99
Steno-CT-33_01_Y019_X141.txt,Class B,0.99
Steno-CT-33_01_Y024_X098.txt,Class B,0.84
Steno-CT-33_01_Y017_X216.txt,Class B,0.97
Steno-CT-33_01_Y030_X146.txt,Class B,0.92
Steno-CT-33_01_Y005_X193.txt,Class B,0.91
Steno-CT-33_01_Y056_X093.txt,Class B,0.97
Steno-CT-33_01_Y017_X202.txt,Class B,0.96
Steno-CT-33_01_Y030_X152.txt,Class B,0.91
Steno-CT-33_01_Y005_X187.txt,Class B,0.92
Steno-CT-33_01_Y056_X087.txt,Class B,0.98
Steno-CT-33_01_Y052_X270.txt,Class B,0.93
Steno-CT-33_01_Y026_X020.txt,Class B,0.93
Steno-CT-33_01_Y011_X059.txt,Class B,0.97
Steno-CT-33_01_Y042_X159.txt,Class B,0.96
Steno-CT-33_01_Y019_X155.txt,Class B,0.97
Steno-CT-33_01_Y016_X216.txt,Class B,0.95
Steno-CT-33_01_Y031_X146.txt,Class B,0.86
Steno-CT-33_01_Y004_X193.txt,Class B,0.95
Steno-CT-33_01_Y008_X268.txt,Class B,1.0
Steno-CT-33_01_Y018_X141.txt,Class B,0.96
Steno-CT-33_01_Y053_X264.txt,Class B,0.99
Steno-CT-33_01_Y027_X034.txt,Class B,0.9
Steno-CT-33_01_Y025_X098.txt,Class B,0.92
Steno-CT-33_01_Y006_X117.txt,Class B,0.83
Steno-CT-33_01_Y021_X247.txt,Class B,1.0
Steno-CT-33_01_Y055_X017.txt,Class B,0.95
Steno-CT-33_01_Y039_X062.txt,Class B,0.98
Steno-CT-33_01_Y018_X169.txt,Class B,0.91
Steno-CT-33_01_Y008_X240.txt,Class B,0.99
Steno-CT-33_01_Y043_X165.txt,Class B,0.87
Steno-CT-33_01_Y010_X065.txt,Class B,0.96
Steno-CT-33_01_Y038_X076.txt,Class B,0.93
Steno-CT-33_01_Y007_X103.txt,Class B,0.78
Steno-CT-33_01_Y020_X253.txt,Class B,0.97
Steno-CT-33_01_Y054_X003.txt,Class B,0.91
Steno-CT-33_01_Y015_X286.txt,Class B,0.89
Steno-CT-33_01_Y042_X171.txt,Class B,0.94
Steno-CT-33_01_Y011_X071.txt,Class B,0.88
Steno-CT-33_01_Y026_X008.txt,Class B,0.97
Steno-CT-33_01_Y052_X258.txt,Class B,0.95
Steno-CT-33_01_Y009_X254.txt,Class B,0.94
Steno-CT-33_01_Y042_X165.txt,Class B,0.87
Steno-CT-33_01_Y011_X065.txt,Class B,0.9
Steno-CT-33_01_Y019_X169.txt,Class B,0.91
Steno-CT-33_01_Y009_X240.txt,Class B,0.98
Steno-CT-33_01_Y038_X062.txt,Class B,0.9
Steno-CT-33_01_Y007_X117.txt,Class B,0.98
Steno-CT-33_01_Y054_X017.txt,Class B,0.96
Steno-CT-33_01_Y020_X247.txt,Class B,0.95
Steno-CT-33_01_Y008_X254.txt,Class B,0.93
Steno-CT-33_01_Y043_X171.txt,Class B,0.91
Steno-CT-33_01_Y010_X071.txt,Class B,0.99
Steno-CT-33_01_Y053_X258.txt,Class B,0.95
Steno-CT-33_01_Y027_X008.txt,Class B,0.97
Steno-CT-33_01_Y006_X103.txt,Class B,1.0
Steno-CT-33_01_Y055_X003.txt,Class B,0.99
Steno-CT-33_01_Y021_X253.txt,Class B,0.91
Steno-CT-33_01_Y039_X076.txt,Class B,0.98
Steno-CT-33_01_Y014_X286.txt,Class B,0.99
Steno-CT-33_01_Y024_X259.txt,Class B,0.92
Steno-CT-33_01_Y050_X009.txt,Class B,0.88
Steno-CT-33_01_Y013_X220.txt,Class B,0.99
Steno-CT-33_01_Y003_X109.txt,Class B,0.96
Steno-CT-33_01_Y034_X170.txt,Class B,0.82
Steno-CT-33_01_Y022_X002.txt,Class B,0.92
Steno-CT-33_01_Y056_X252.txt,Class B,0.89
Steno-CT-33_01_Y049_X238.txt,Class B,0.9
Steno-CT-33_01_Y012_X234.txt,Class B,0.98
Steno-CT-33_01_Y035_X164.txt,Class B,0.89
Steno-CT-33_01_Y023_X016.txt,Class B,0.99
Steno-CT-33_01_Y023_X002.txt,Class B,0.92
Steno-CT-33_01_Y051_X009.txt,Class B,0.94
Steno-CT-33_01_Y025_X259.txt,Class B,0.98
Steno-CT-33_01_Y012_X220.txt,Class B,0.99
Steno-CT-33_01_Y002_X109.txt,Class B,0.94
Steno-CT-33_01_Y035_X170.txt,Class B,0.85
Steno-CT-33_01_Y056_X246.txt,Class B,0.86
Steno-CT-33_01_Y022_X016.txt,Class B,0.95
Steno-CT-33_01_Y013_X234.txt,Class B,0.98
Steno-CT-33_01_Y034_X164.txt,Class B,0.87
Steno-CT-33_01_Y048_X238.txt,Class B,0.93
Steno-CT-33_01_Y020_X092.txt,Class B,0.97
Steno-CT-33_01_Y046_X147.txt,Class B,0.99
Steno-CT-33_01_Y015_X047.txt,Class B,0.91
Steno-CT-33_01_Y009_X095.txt,Class B,0.98
Steno-CT-33_01_Y052_X099.txt,Class B,0.88
Steno-CT-33_01_Y001_X199.txt,Class B,0.97
Steno-CT-33_01_Y003_X135.txt,Class B,0.99
Steno-CT-33_01_Y024_X265.txt,Class B,0.82
Steno-CT-33_01_Y050_X035.txt,Class B,0.98
Steno-CT-33_01_Y048_X210.txt,Class B,0.96
Steno-CT-33_01_Y021_X086.txt,Class B,0.89
Steno-CT-33_01_Y047_X153.txt,Class B,0.96
Steno-CT-33_01_Y014_X053.txt,Class B,0.85
Steno-CT-33_01_Y008_X081.txt,Class B,0.94
Steno-CT-33_01_Y049_X204.txt,Class B,0.97
Steno-CT-33_01_Y035_X158.txt,Class B,0.98
Steno-CT-33_01_Y002_X121.txt,Class B,0.98
Steno-CT-33_01_Y012_X208.txt,Class B,0.97
Steno-CT-33_01_Y025_X271.txt,Class B,0.98
Steno-CT-33_01_Y051_X021.txt,Class B,0.86
Steno-CT-33_01_Y053_X099.txt,Class B,0.86
Steno-CT-33_01_Y000_X199.txt,Class B,0.99
Steno-CT-33_01_Y008_X095.txt,Class B,0.94
Steno-CT-33_01_Y049_X210.txt,Class B,0.95
Steno-CT-33_01_Y002_X135.txt,Class B,0.91
Steno-CT-33_01_Y051_X035.txt,Class B,0.84
Steno-CT-33_01_Y025_X265.txt,Class B,0.97
Steno-CT-33_01_Y021_X092.txt,Class B,0.93
Steno-CT-33_01_Y047_X147.txt,Class B,0.98
Steno-CT-33_01_Y014_X047.txt,Class B,0.95
Steno-CT-33_01_Y009_X081.txt,Class B,0.97
Steno-CT-33_01_Y034_X158.txt,Class B,0.99
Steno-CT-33_01_Y003_X121.txt,Class B,0.95
Steno-CT-33_01_Y013_X208.txt,Class B,0.95
Steno-CT-33_01_Y050_X021.txt,Class B,1.0
Steno-CT-33_01_Y024_X271.txt,Class B,0.91
Steno-CT-33_01_Y048_X204.txt,Class B,0.91
Steno-CT-33_01_Y020_X086.txt,Class B,0.97
Steno-CT-33_01_Y046_X153.txt,Class B,0.83
Steno-CT-33_01_Y015_X053.txt,Class B,0.99
Steno-CT-33_01_Y044_X114.txt,Class B,0.94
Steno-CT-33_01_Y017_X014.txt,Class B,0.92
Steno-CT-33_01_Y028_X161.txt,Class B,0.97
Steno-CT-33_01_Y038_X248.txt,Class B,0.99
Steno-CT-33_01_Y001_X166.txt,Class B,0.99
Steno-CT-33_01_Y052_X066.txt,Class B,0.96
Steno-CT-33_01_Y026_X236.txt,Class B,0.92
Steno-CT-33_01_Y029_X175.txt,Class B,0.98
Steno-CT-33_01_Y045_X100.txt,Class B,0.99
Steno-CT-33_01_Y016_X000.txt,Class B,0.99
Steno-CT-33_01_Y055_X229.txt,Class B,0.93
Steno-CT-33_01_Y021_X079.txt,Class B,0.93
Steno-CT-33_01_Y000_X172.txt,Class B,0.96
Steno-CT-33_01_Y053_X072.txt,Class B,0.98
Steno-CT-33_01_Y027_X222.txt,Class B,0.92
Steno-CT-33_01_Y000_X166.txt,Class B,0.96
Steno-CT-33_01_Y027_X236.txt,Class B,0.79
Steno-CT-33_01_Y053_X066.txt,Class B,0.97
Steno-CT-33_01_Y029_X161.txt,Class B,0.98
Steno-CT-33_01_Y039_X248.txt,Class B,0.98
Steno-CT-33_01_Y045_X114.txt,Class B,0.96
Steno-CT-33_01_Y016_X014.txt,Class B,0.91
Steno-CT-33_01_Y001_X172.txt,Class B,0.87
Steno-CT-33_01_Y026_X222.txt,Class B,0.98
Steno-CT-33_01_Y052_X072.txt,Class B,0.94
Steno-CT-33_01_Y056_X285.txt,Class B,0.95
Steno-CT-33_01_Y044_X100.txt,Class B,0.96
Steno-CT-33_01_Y017_X000.txt,Class B,0.97
Steno-CT-33_01_Y020_X079.txt,Class B,0.96
Steno-CT-33_01_Y054_X229.txt,Class B,0.98
Steno-CT-33_01_Y028_X175.txt,Class B,0.76
Steno-CT-33_01_Y009_X056.txt,Class B,0.99
Steno-CT-33_01_Y011_X273.txt,Class B,0.97
Steno-CT-33_01_Y036_X123.txt,Class B,0.98
Steno-CT-33_01_Y046_X184.txt,Class B,0.95
Steno-CT-33_01_Y015_X084.txt,Class B,0.95
Steno-CT-33_01_Y054_X201.txt,Class B,0.97
Steno-CT-33_01_Y020_X051.txt,Class B,1.0
Steno-CT-33_01_Y017_X028.txt,Class B,1.0
Steno-CT-33_01_Y044_X128.txt,Class A,0.56
Steno-CT-33_01_Y038_X274.txt,Class B,0.88
Steno-CT-33_01_Y010_X267.txt,Class B,0.76
Steno-CT-33_01_Y037_X137.txt,Class B,1.0
Steno-CT-33_01_Y008_X042.txt,Class B,0.97
Steno-CT-33_01_Y047_X190.txt,Class B,0.96
Steno-CT-33_01_Y014_X090.txt,Class B,0.65
Steno-CT-33_01_Y039_X260.txt,Class B,0.83
Steno-CT-33_01_Y029_X149.txt,Class B,0.66
Steno-CT-33_01_Y055_X215.txt,Class B,0.93
Steno-CT-33_01_Y021_X045.txt,Class B,0.88
Steno-CT-33_01_Y047_X184.txt,Class B,0.94
Steno-CT-33_01_Y014_X084.txt,Class B,0.96
Steno-CT-33_01_Y039_X274.txt,Class B,1.0
Steno-CT-33_01_Y021_X051.txt,Class B,0.95
Steno-CT-33_01_Y055_X201.txt,Class B,0.99
Steno-CT-33_01_Y016_X028.txt,Class B,0.99
Steno-CT-33_01_Y045_X128.txt,Class B,0.87
Steno-CT-33_01_Y010_X273.txt,Class B,0.97
Steno-CT-33_01_Y037_X123.txt,Class B,0.94
Steno-CT-33_01_Y008_X056.txt,Class B,0.99
Steno-CT-33_01_Y046_X190.txt,Class B,0.79
Steno-CT-33_01_Y015_X090.txt,Class B,0.93
Steno-CT-33_01_Y020_X045.txt,Class B,0.97
Steno-CT-33_01_Y054_X215.txt,Class B,0.89
Steno-CT-33_01_Y038_X260.txt,Class B,0.99
Steno-CT-33_01_Y028_X149.txt,Class B,0.94
Steno-CT-33_01_Y009_X042.txt,Class B,0.96
Steno-CT-33_01_Y011_X267.txt,Class B,0.91
Steno-CT-33_01_Y036_X137.txt,Class B,0.99
Steno-CT-33_01_Y008_X057.txt,Class B,0.95
Steno-CT-33_01_Y037_X122.txt,Class B,0.96
Steno-CT-33_01_Y010_X272.txt,Class B,0.92
Steno-CT-33_01_Y045_X129.txt,Class B,0.94
Steno-CT-33_01_Y055_X200.txt,Class B,1.0
Steno-CT-33_01_Y021_X050.txt,Class B,0.88
Steno-CT-33_01_Y016_X029.txt,Class B,0.9
Steno-CT-33_01_Y039_X275.txt,Class B,0.78
Steno-CT-33_01_Y014_X085.txt,Class B,0.97
Steno-CT-33_01_Y047_X185.txt,Class B,0.96
Steno-CT-33_01_Y036_X136.txt,Class B,1.0
Steno-CT-33_01_Y011_X266.txt,Class B,0.89
Steno-CT-33_01_Y009_X043.txt,Class B,0.96
Steno-CT-33_01_Y028_X148.txt,Class B,0.98
Steno-CT-33_01_Y038_X261.txt,Class B,0.93
Steno-CT-33_01_Y054_X214.txt,Class B,0.94
Steno-CT-33_01_Y020_X044.txt,Class B,0.99
Steno-CT-33_01_Y015_X091.txt,Class B,0.86
Steno-CT-33_01_Y046_X191.txt,Class B,0.98
Steno-CT-33_01_Y038_X275.txt,Class B,0.99
Steno-CT-33_01_Y044_X129.txt,Class B,0.87
Steno-CT-33_01_Y020_X050.txt,Class B,0.92
Steno-CT-33_01_Y054_X200.txt,Class B,0.91
Steno-CT-33_01_Y017_X029.txt,Class B,1.0
Steno-CT-33_01_Y015_X085.txt,Class B,0.97
Steno-CT-33_01_Y046_X185.txt,Class B,1.0
Steno-CT-33_01_Y036_X122.txt,Class B,0.96
Steno-CT-33_01_Y011_X272.txt,Class B,0.99
Steno-CT-33_01_Y009_X057.txt,Class B,0.91
Steno-CT-33_01_Y021_X044.txt,Class B,0.96
Steno-CT-33_01_Y055_X214.txt,Class B,0.9
Steno-CT-33_01_Y029_X148.txt,Class B,0.8
Steno-CT-33_01_Y039_X261.txt,Class B,0.92
Steno-CT-33_01_Y014_X091.txt,Class B,1.0
Steno-CT-33_01_Y047_X191.txt,Class B,0.94
Steno-CT-33_01_Y008_X043.txt,Class B,0.96
Steno-CT-33_01_Y037_X136.txt,Class B,0.93
Steno-CT-33_01_Y010_X266.txt,Class B,0.99
Steno-CT-33_01_Y016_X015.txt,Class B,0.98
Steno-CT-33_01_Y045_X115.txt,Class B,0.98
Steno-CT-33_01_Y039_X249.txt,Class B,0.97
Steno-CT-33_01_Y029_X160.txt,Class B,0.83
Steno-CT-33_01_Y053_X067.txt,Class B,0.93
Steno-CT-33_01_Y027_X237.txt,Class B,0.97
Steno-CT-33_01_Y000_X167.txt,Class B,0.94
Steno-CT-33_01_Y028_X174.txt,Class B,0.9
Steno-CT-33_01_Y017_X001.txt,Class B,0.99
Steno-CT-33_01_Y054_X228.txt,Class B,0.94
Steno-CT-33_01_Y020_X078.txt,Class B,0.9
Steno-CT-33_01_Y044_X101.txt,Class B,0.95
Steno-CT-33_01_Y056_X284.txt,Class B,0.96
Steno-CT-33_01_Y052_X073.txt,Class B,1.0
Steno-CT-33_01_Y026_X223.txt,Class B,0.98
Steno-CT-33_01_Y001_X173.txt,Class B,0.95
Steno-CT-33_01_Y026_X237.txt,Class B,0.89
Steno-CT-33_01_Y052_X067.txt,Class B,0.96
Steno-CT-33_01_Y001_X167.txt,Class B,0.97
Steno-CT-33_01_Y038_X249.txt,Class B,0.93
Steno-CT-33_01_Y028_X160.txt,Class B,0.95
Steno-CT-33_01_Y017_X015.txt,Class B,0.92
Steno-CT-33_01_Y044_X115.txt,Class B,0.56
Steno-CT-33_01_Y027_X223.txt,Class B,0.96
Steno-CT-33_01_Y053_X073.txt,Class B,0.92
Steno-CT-33_01_Y000_X173.txt,Class B,0.99
Steno-CT-33_01_Y016_X001.txt,Class B,0.96
Steno-CT-33_01_Y021_X078.txt,Class B,0.94
Steno-CT-33_01_Y055_X228.txt,Class B,0.91
Steno-CT-33_01_Y045_X101.txt,Class B,0.87
Steno-CT-33_01_Y029_X174.txt,Class B,0.94
Steno-CT-33_01_Y014_X046.txt,Class B,0.97
Steno-CT-33_01_Y047_X146.txt,Class B,0.98
Steno-CT-33_01_Y021_X093.txt,Class B,1.0
Steno-CT-33_01_Y025_X264.txt,Class B,0.93
Steno-CT-33_01_Y051_X034.txt,Class B,0.92
Steno-CT-33_01_Y002_X134.txt,Class B,0.96
Steno-CT-33_01_Y049_X211.txt,Class B,0.95
Steno-CT-33_01_Y008_X094.txt,Class B,0.95
Steno-CT-33_01_Y000_X198.txt,Class B,0.87
Steno-CT-33_01_Y053_X098.txt,Class B,0.86
Steno-CT-33_01_Y015_X052.txt,Class B,0.94
Steno-CT-33_01_Y046_X152.txt,Class B,0.97
Steno-CT-33_01_Y020_X087.txt,Class B,0.96
Steno-CT-33_01_Y048_X205.txt,Class B,0.97
Steno-CT-33_01_Y013_X209.txt,Class B,0.9
Steno-CT-33_01_Y024_X270.txt,Class B,0.98
Steno-CT-33_01_Y050_X020.txt,Class B,0.95
Steno-CT-33_01_Y034_X159.txt,Class B,0.98
Steno-CT-33_01_Y003_X120.txt,Class B,0.91
Steno-CT-33_01_Y009_X080.txt,Class B,0.94
Steno-CT-33_01_Y048_X211.txt,Class B,0.98
Steno-CT-33_01_Y050_X034.txt,Class B,0.97
Steno-CT-33_01_Y024_X264.txt,Class B,0.91
Steno-CT-33_01_Y003_X134.txt,Class B,0.98
Steno-CT-33_01_Y001_X198.txt,Class B,0.96
Steno-CT-33_01_Y052_X098.txt,Class B,0.51
Steno-CT-33_01_Y009_X094.txt,Class B,0.95
Steno-CT-33_01_Y015_X046.txt,Class B,0.97
Steno-CT-33_01_Y046_X146.txt,Class B,0.99
Steno-CT-33_01_Y020_X093.txt,Class B,0.87
Steno-CT-33_01_Y012_X209.txt,Class B,0.92
Steno-CT-33_01_Y051_X020.txt,Class B,1.0
Steno-CT-33_01_Y025_X270.txt,Class B,0.88
Steno-CT-33_01_Y035_X159.txt,Class B,0.95
Steno-CT-33_01_Y002_X120.txt,Class B,0.94
Steno-CT-33_01_Y049_X205.txt,Class B,0.94
Steno-CT-33_01_Y008_X080.txt,Class B,0.99
Steno-CT-33_01_Y014_X052.txt,Class B,0.88
Steno-CT-33_01_Y047_X152.txt,Class B,0.93
Steno-CT-33_01_Y021_X087.txt,Class B,0.87
Steno-CT-33_01_Y002_X108.txt,Class B,0.95
Steno-CT-33_01_Y035_X171.txt,Class B,0.99
Steno-CT-33_01_Y025_X258.txt,Class B,0.94
Steno-CT-33_01_Y051_X008.txt,Class B,0.89
Steno-CT-33_01_Y012_X221.txt,Class B,0.98
Steno-CT-33_01_Y023_X003.txt,Class B,0.92
Steno-CT-33_01_Y048_X239.txt,Class B,0.92
Steno-CT-33_01_Y034_X165.txt,Class B,0.93
Steno-CT-33_01_Y013_X235.txt,Class B,0.95
Steno-CT-33_01_Y022_X017.txt,Class B,0.97
Steno-CT-33_01_Y056_X247.txt,Class B,0.99
Steno-CT-33_01_Y056_X253.txt,Class B,1.0
Steno-CT-33_01_Y022_X003.txt,Class B,0.99
Steno-CT-33_01_Y003_X108.txt,Class B,0.92
Steno-CT-33_01_Y034_X171.txt,Class B,0.96
Steno-CT-33_01_Y050_X008.txt,Class B,1.0
Steno-CT-33_01_Y024_X258.txt,Class B,0.97
Steno-CT-33_01_Y013_X221.txt,Class B,0.94
Steno-CT-33_01_Y023_X017.txt,Class B,1.0
Steno-CT-33_01_Y035_X165.txt,Class B,0.84
Steno-CT-33_01_Y012_X235.txt,Class B,0.98
Steno-CT-33_01_Y049_X239.txt,Class B,0.94
Steno-CT-33_01_Y020_X246.txt,Class B,0.97
Steno-CT-33_01_Y054_X016.txt,Class B,0.98
Steno-CT-33_01_Y007_X116.txt,Class B,0.95
Steno-CT-33_01_Y038_X063.txt,Class B,0.94
Steno-CT-33_01_Y009_X241.txt,Class B,0.92
Steno-CT-33_01_Y019_X168.txt,Class B,0.96
Steno-CT-33_01_Y011_X064.txt,Class B,0.99
Steno-CT-33_01_Y042_X164.txt,Class B,0.99
Steno-CT-33_01_Y039_X077.txt,Class B,0.95
Steno-CT-33_01_Y021_X252.txt,Class B,0.94
Steno-CT-33_01_Y055_X002.txt,Class B,0.99
Steno-CT-33_01_Y006_X102.txt,Class B,0.92
Steno-CT-33_01_Y010_X070.txt,Class B,0.94
Steno-CT-33_01_Y027_X009.txt,Class B,0.93
Steno-CT-33_01_Y053_X259.txt,Class B,0.97
Steno-CT-33_01_Y043_X170.txt,Class B,0.84
Steno-CT-33_01_Y008_X255.txt,Class B,0.98
Steno-CT-33_01_Y010_X064.txt,Class B,0.99
